init_id,cell,log_offset,epsilon,center_gain,gain_mean,loss_mean,loss_ci_low,loss_ci_high,loss_sem,delta_loss_mean,delta_loss_ci_low,delta_loss_ci_high,delta_loss_sem,analytic_log_mean,analytic_log_ci_low,analytic_log_ci_high,firing_rate_mean_hz
1,2,-0.005,0.005,0.0059406426735222,0.0059110135771334,4401.375,4303.4111853670165,4499.3388146329835,41.42891394562842,-44.25,-68.84724805109305,-19.652751948906953,10.402180403302815,5203.170920741017,4916.477647084464,5489.86419439757,51.26086372940505
1,2,-0.0025,0.0025,0.0059406426735222,0.0059258094988763,4417.375,4311.553170006742,4523.196829993258,44.75206998404814,-28.25,-44.07930057939482,-12.42069942060518,6.694213919497941,5203.170920741017,4916.477647084464,5489.86419439757,51.361531492231805
1,2,0.0,0.0,0.0059406426735222,0.0059406426735222,4445.625,4350.4392359473095,4540.8107640526905,40.2540758805863,0.0,0.0,0.0,0.0,5203.170920741017,4916.477647084464,5489.86419439757,51.453810274822985
1,2,0.0025,0.0025,0.0059406426735222,0.0059555131010711,4446.25,4345.8163303470365,4546.6836696529635,42.47341605555846,0.625,-8.510636142365719,9.760636142365719,3.8634620854505983,5203.170920741017,4916.477647084464,5489.86419439757,51.48317170564746
1,2,0.005,0.005,0.0059406426735222,0.0059704203158617,4452.625,4359.644548452874,4545.605451547126,39.32144884520043,7.0,-8.140982857795269,22.14098285779527,6.4031242374328485,5203.170920741017,4916.477647084464,5489.86419439757,51.48736619576524
1,2,0.01,0.01,0.0059406426735222,0.0060003469698131,4460.75,4379.750524408687,4541.749475591313,34.25469206651008,15.125,-29.321214848764292,59.57121484876429,18.796311853278937,5203.170920741017,4916.477647084464,5489.86419439757,51.592228448709776
1,2,0.02,0.02,0.0059406426735222,0.0060606515035033,4498.625,4414.7665975299415,4582.4834024700585,35.4637327319857,53.0,5.669527335147343,100.33047266485266,20.016064976484692,5203.170920741017,4916.477647084464,5489.86419439757,51.81453642495218
1,2,0.05,0.05,0.0059406426735222,0.0062452256679534,4640.5,4564.152867176746,4716.847132823254,32.28721551503452,194.875,111.95232299659294,277.79767700340705,35.06801427226811,5203.170920741017,4916.477647084464,5489.86419439757,52.46468239320828
1,2,0.1,0.1,0.0059406426735222,0.0065654260106384,4831.625,4780.6699583680165,4882.5800416319835,21.54889581195022,386.0,303.86060256635506,468.13939743364494,34.73676520839062,5203.170920741017,4916.477647084464,5489.86419439757,53.450387570886875
1,7,-0.1,0.1,0.0054341284558176,0.0049170027486979,15784.875,15638.918485979702,15930.831514020298,61.725034716185334,-760.75,-862.8167242613731,-658.6832757386269,43.164035128465784,40629.871260476066,38856.48283991838,42403.25968103375,85.38304083755577
